"id","brand_name","app_id","status","priority","current_value","projected_roi","market_cap","last_updated","deployment_status","owner","created_at"
"cc439a85-e33b-4bfa-9829-98bd49bf1d14","sovreign srolls","ff851659-5c22-483a-ba59-4f55d9691886","not deployed","SOVEREIGN SCROLLS","R42100000","318%","R75200000","""2025-08-19T19:25:12.037Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"cc9199db-c375-45a2-bc39-fd87c5d9825c","SeedShake","132c8c1e-811d-44ae-b3c7-46e2d6ec532e","not deployed","SEED TECHNOLOGY","R11250000","84%","R19600000","""2025-08-12T21:15:21.010Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"d681bb42-584a-418d-8912-a970c90dcacf","WorkSpaceMind","f78918ed-ca08-416d-9ac4-16d0e07943c4","not deployed","WORKSPACE AI","R31600000","238%","R56200000","""2025-08-24T17:27:45.964Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"d750d27a-acfb-4ad4-94df-80cd51c8c39c","AuthFlow","f4eee163-b75c-4d52-80f7-72041f5d071b","not deployed","AUTHENTICATION","R13800000","92%","R23400000","""2025-08-13T16:27:46.679Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"db68bc86-1914-4415-9844-9dbfdcf88053","🌐 VaultMesh™","e7300f80-edff-4045-b1ec-28d791f853a0","not deployed","SECURE MESH NETWORK","R52400000","428%","R98600000","""2025-08-28T00:18:27.526Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"db75486a-bc07-4334-8d98-71fde2147901","Fruitful Global SecureSign™ NDA Portal","49eb584f-57b9-4ea5-8a8e-c756600566fd","success","HIGH SECURITY","R45750000","347%","R89200000","""2025-08-28T08:49:12.249Z""","Deployed","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"e0293c55-bc2e-436d-a11d-87a1e3e5317b","Fruitful Payroll OS","236713b2-d3b1-4995-a4d0-98a2f85863e5","not deployed","PAYROLL SYSTEM","R26400000","190%","R46200000","""2025-08-26T02:27:42.630Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"e02ded7d-2222-497c-a8b0-d296b719d368","Agent University","09641c8c-e9b4-4e79-a7f9-a34048feaf11","not deployed","EDUCATION PLATFORM","R15750000","98%","R28500000","""2025-08-27T22:30:34.859Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"e4278964-c11e-4ae6-ba3d-f451634a3c91","AviationIndex","268b02f4-7556-4e5a-8dfd-e0ba9aa14476","not deployed","AVIATION INTELLIGENCE","R33400000","251%","R59700000","""2025-08-19T18:41:52.998Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ed0edb49-053b-4f0a-a3c7-83f56d689e3d","🌍 FAA™ Mining Intelligence Grid","ae8e971f-0bb7-4446-a547-e0aadc3efe51","not deployed","MINING INTELLIGENCE","R44200000","334%","R78600000","""2025-08-15T18:18:01.526Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ef9d1acf-6fc7-415f-9ee9-a9791df8fe19","🏛️ Municipal Intelligence","6c0119b3-94a2-481a-a63a-9527fb11281e","not deployed","MUNICIPAL AI","R27300000","198%","R48900000","""2025-08-23T01:48:12.266Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"efdda822-0c0c-43df-a3c6-7f7308c14bc2","🏠 FAA Real Estate AI™","7e6e94ce-4950-4b0e-92db-cd7d6a2a7425","not deployed","PROPERTY INTELLIGENCE","R29650000","189%","R58400000","""2025-08-28T07:55:39.069Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"f33202b6-fb9b-4dfb-975d-2bf47eb92452","DalfinCare","aa067d66-7b3e-4689-a983-7410a8105671","not deployed","HEALTHCARE SERVICES","R32200000","243%","R57400000","""2025-08-23T03:09:50.224Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"f337f37f-1057-4fb9-8cb8-175f110c8720","SeedwaveConnect","4fb1cc1d-95ad-45df-912f-a5a6f62456c3","not deployed","SEEDWAVE NETWORK","R37800000","286%","R67400000","""2025-08-24T21:57:12.429Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"f8c65a93-7f07-4c05-864d-6dca868a4900","Frtuiful Kitchens","57b2df95-0ba7-4df0-9f02-fe5ede81b4c5","not deployed","KITCHEN DESIGN","R18750000","134%","R32900000","""2025-08-28T02:12:32.866Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"fb56b70c-ea6f-4052-9268-b00def6bd5cc","SigBuilder","0bafcbb7-8b1b-4264-ace9-baf3983c3d15","not deployed","SIGNATURE TOOLS","R12900000","76%","R22100000","""2025-08-27T21:08:10.370Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"ff9dde9e-3bfa-445d-ad94-9cadd2a0d2df","☯ Lesotho Heritage","b0800951-9267-4902-bce6-787b228c2c89","not deployed","CULTURAL HERITAGE","R16400000","112%","R29800000","""2025-08-13T16:26:15.643Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
"fffc24a5-c850-440e-b0ed-da98de33374d","BaobabTree","af447cfa-c0a4-4f44-872d-6083e2ed7e73","not deployed","BAOBAB ECOSYSTEM","R41300000","312%","R73600000","""2025-08-24T22:47:11.225Z""","Ready","heynsschoeman","""2025-08-30T15:58:53.326Z"""
